Date,Open,High,Low,Close,Adj Close,Volume
2023-02-23,20069.0,20114.0,19879.0,19990.0,18545.373046875,2551021
2023-02-24,20050.0,20133.0,19450.0,19588.0,18172.42578125,3726577
2023-02-27,19425.0,19767.0,19348.0,19638.0,18218.8125,2351679
2023-02-28,19501.0,20147.0,19500.0,19845.0,18410.853515625,3509728
2023-03-01,19547.0,20423.0,19545.0,20282.0,18816.271484375,3145812
2023-03-02,20317.0,20370.0,19800.0,19875.0,18438.68359375,2336197
2023-03-03,19901.0,20091.0,19798.0,19860.0,18424.76953125,3248847
2023-03-06,19601.0,20015.0,19794.0,19950.0,18508.265625,2794942
2023-03-07,19820.0,20090.0,19551.0,19596.0,18179.84765625,2461103
2023-03-08,19438.0,19511.0,18855.0,19143.0,17759.5859375,4227251
2023-03-09,18970.0,19462.0,18833.0,19338.0,17940.4921875,5102852
2023-03-10,19270.0,19270.0,18550.0,18762.0,17406.119140625,3166437
2023-03-13,18901.0,19225.0,17422.0,17519.0,16252.947265625,8442870
2023-03-14,17223.0,17769.0,16921.0,17696.0,16417.15625,3887774
2023-03-15,17719.0,17893.0,16982.0,17195.0,15952.361328125,5223384
2023-03-16,17229.0,17448.0,16964.0,17091.0,15855.876953125,7439555
2023-03-17,17355.0,17773.0,17114.0,17172.0,15931.0234375,5310011
2023-03-20,17100.0,17340.0,16734.0,17265.0,16017.302734375,3570243
2023-03-22,17500.0,18043.0,17529.0,17970.0,16671.35546875,5404602
2023-03-23,17805.0,18196.0,17759.0,18073.0,16766.912109375,3948831
2023-03-24,18000.0,17998.0,17419.0,17708.0,16428.2890625,3174175
2023-03-27,18200.0,18182.0,17840.0,17933.0,16637.029296875,1523920
2023-03-28,17901.0,18528.0,17998.0,18317.0,16993.27734375,2647492
2023-03-29,18550.0,18540.0,18232.5,18367.0,17039.6640625,1716830
2023-03-30,18147.0,18541.0,18299.0,18323.0,16998.84375,977475
2023-03-31,18088.0,18374.0,18012.0,18178.0,16864.32421875,1880017
2023-04-03,18218.0,18598.0,18215.0,18460.0,17125.943359375,1836035
2023-04-04,18645.0,18875.0,18388.0,18679.0,17329.1171875,1569215
2023-04-05,18870.0,18870.0,18315.0,18340.0,17014.615234375,1978835
2023-04-06,18300.0,18523.0,18180.0,18405.0,17074.91796875,1327556
2023-04-11,18290.0,18884.0,18308.0,18554.0,17213.150390625,3357259
2023-04-12,18351.0,18801.0,18200.0,18661.0,17312.41796875,4072558
2023-04-13,18660.0,18780.0,18401.0,18503.0,17165.8359375,4563259
2023-04-14,18477.0,18690.0,18380.0,18654.0,17305.923828125,2228893
2023-04-17,18616.0,18786.0,18265.0,18343.0,17017.3984375,2757697
2023-04-18,18355.0,18564.0,18064.0,18176.0,16862.466796875,2758531
2023-04-19,17507.0,17699.0,17150.0,17611.0,16944.248046875,2546337
2023-04-20,17728.0,17830.0,17464.0,17755.0,17082.796875,1703311
2023-04-21,17588.0,17916.0,17481.0,17585.0,16919.232421875,2274747
2023-04-24,17719.0,17781.0,17368.0,17557.0,16892.29296875,1394165
2023-04-25,17461.0,17800.0,17341.0,17427.0,16767.21484375,3262644
2023-04-26,17452.0,17629.0,17243.0,17598.0,16931.740234375,4539934
2023-04-28,17600.0,17766.0,17325.0,17764.0,17091.45703125,2812498
2023-05-02,17875.0,17797.0,16830.0,16894.0,16254.39453125,5599740
2023-05-03,17040.0,17012.0,16600.0,16831.0,16193.779296875,2852198
2023-05-04,17000.0,16963.0,16000.0,16209.0,15595.328125,3745018
2023-05-05,16448.0,16624.0,16116.0,16449.0,15826.2421875,4182250
2023-05-08,16604.0,16863.0,16538.0,16650.0,16019.6328125,1994145
2023-05-09,16666.0,16684.0,16479.0,16531.0,15905.1376953125,2396463
2023-05-10,16348.0,16517.0,16101.0,16210.0,15596.291015625,2696994
2023-05-11,16210.0,16318.0,15229.0,15576.0,14986.2939453125,4808436
2023-05-12,15450.0,15900.0,15070.0,15820.0,15221.0556640625,4764053
2023-05-15,15860.0,15979.0,15746.0,15922.0,15319.1943359375,2744392
2023-05-16,16010.0,16142.0,15786.0,15873.0,15272.0498046875,2215646
2023-05-17,15658.0,15913.0,15533.0,15714.0,15119.0693359375,2283886
2023-05-18,15715.0,15844.0,15480.0,15681.0,15087.318359375,3963784
2023-05-19,15800.0,16090.0,15642.0,15889.0,15287.443359375,3495903
2023-05-22,16100.0,16281.0,15762.0,16100.0,15490.455078125,2298864
2023-05-23,15970.0,16187.0,15861.0,16109.0,15499.1142578125,3336741
2023-05-24,15750.0,16184.0,15866.0,16007.0,15400.9765625,2766865
2023-05-25,16000.0,16133.0,15747.0,15886.0,15284.5576171875,2708843
2023-05-26,15841.0,15931.0,15446.0,15865.0,15264.3525390625,2293779
2023-05-29,15800.0,15881.0,15659.0,15783.0,15185.45703125,1216844
2023-05-30,15783.0,15804.0,15311.0,15318.0,14738.0615234375,2832711
2023-05-31,15318.0,15818.0,15219.0,15383.0,14800.6005859375,9523272
2023-06-01,15545.0,15670.0,15352.0,15528.0,14940.111328125,3081915
2023-06-02,15600.0,15790.0,15358.0,15613.0,15021.8935546875,5062169
2023-06-05,15700.0,15834.0,15443.0,15823.0,15223.9423828125,3582603
2023-06-06,15779.0,15986.0,15656.0,15986.0,15380.771484375,3797039
2023-06-07,16000.0,16431.0,15919.0,16289.0,15672.2998046875,3560065
2023-06-08,16300.0,16591.0,16208.0,16272.0,15655.943359375,4499600
2023-06-09,16300.0,16710.0,16252.0,16414.0,15792.5673828125,4975272
2023-06-12,16289.0,16513.0,15890.0,16010.0,15403.8623046875,3842580
2023-06-13,16130.0,16390.0,16027.0,16389.0,15768.513671875,4403769
2023-06-14,16315.0,16680.0,16222.0,16597.0,15968.638671875,4353097
2023-06-15,16560.0,16845.0,16384.0,16775.0,16139.8994140625,11617944
2023-06-19,16475.0,16870.0,16500.0,16838.0,16200.5146484375,2655772
2023-06-20,16766.0,17114.0,16777.0,16790.0,16154.33203125,4188070
2023-06-21,16641.0,16800.0,16452.0,16556.0,15929.19140625,3382739
2023-06-22,16600.0,16617.0,16181.0,16372.0,15752.1572265625,2622048
2023-06-23,16465.0,16381.0,15883.0,16137.0,15526.0546875,3166764
2023-06-26,16299.0,16318.0,16076.0,16206.0,15592.4423828125,1692489
2023-06-27,16280.0,16391.0,16073.0,16295.0,15678.072265625,1842515
2023-06-28,16250.0,16541.0,16243.0,16263.0,15647.2841796875,1678937
2023-06-29,16490.0,16618.0,16335.0,16545.0,15918.607421875,3941663
2023-06-30,16700.0,16804.0,16572.0,16791.0,16155.2939453125,2647220
2023-07-03,16761.5,17187.0,16739.0,17183.0,16532.453125,3873440
2023-07-04,17242.0,17292.0,16900.0,17011.0,16366.96484375,1791430
2023-07-05,17011.0,17227.0,16856.0,17126.0,16477.611328125,2574102
2023-07-06,16901.0,17107.0,16742.0,16822.0,16185.1201171875,2079198
2023-07-07,17040.0,17036.0,16750.0,16990.0,16346.759765625,3013838
2023-07-10,16986.0,16970.0,16774.0,16848.0,16210.1357421875,1725300
2023-07-11,16961.0,17163.0,16845.0,16979.0,16336.1767578125,3528920
2023-07-12,16968.0,17341.0,16908.0,17275.0,16620.970703125,2804303
2023-07-13,17250.0,17711.0,17088.0,17590.0,16924.044921875,2531400
2023-07-14,17556.0,17938.0,17300.0,17804.0,17129.94140625,5842339
2023-07-17,17406.0,18202.0,17636.0,18150.0,17462.841796875,4712798
2023-07-18,18199.0,18237.0,17976.0,18025.0,17342.57421875,3824236
2023-07-19,18146.0,18185.0,17976.0,18045.0,17361.818359375,2361001
2023-07-20,17950.0,18100.0,17776.0,17975.0,17294.46875,3149787
2023-07-21,17978.0,18079.0,17833.0,17992.0,17310.82421875,1059348
2023-07-24,18027.0,18270.0,17887.0,18254.0,17562.904296875,1593942
2023-07-25,18269.0,18425.0,18131.0,18239.0,17548.47265625,3973150
2023-07-26,18400.0,18570.0,18230.0,18525.0,17823.64453125,2193707
2023-07-27,18526.0,18860.0,18351.0,18842.0,18128.642578125,4664108
2023-07-28,18877.0,18892.0,18666.0,18850.0,18136.33984375,1442062
2023-07-31,18850.0,19020.0,18776.0,18945.0,18227.744140625,2647258
2023-08-01,18945.0,19055.0,18800.0,18859.0,18145.0,2631891
2023-08-02,18540.0,18726.0,18057.0,18120.0,17433.978515625,3680893
2023-08-03,18200.0,18208.0,17613.0,17991.0,17309.861328125,3717201
2023-08-04,18284.0,18447.0,18134.0,18360.0,17664.892578125,2422803
2023-08-07,18460.0,18593.0,18130.0,18287.0,17594.65625,1434147
2023-08-08,18400.0,18450.0,18195.0,18287.0,17594.65625,1453489
2023-08-10,17889.0,18495.0,17913.0,18468.0,17768.802734375,1698769
2023-08-11,18400.0,18449.0,18249.0,18393.0,17696.642578125,1763537
2023-08-14,18165.0,18240.0,17526.0,17776.0,17103.001953125,2808075
2023-08-15,17776.0,17776.0,17225.0,17381.0,16722.95703125,2612566
2023-08-16,17220.0,17784.0,17065.0,17784.0,17110.69921875,4523096
2023-08-17,17656.0,17750.0,17372.0,17728.0,17056.8203125,3668310
2023-08-18,17527.0,17657.0,17443.0,17574.0,16908.650390625,4028346
2023-08-21,17492.0,18064.0,17492.0,17960.0,17280.03515625,2475997
2023-08-22,18072.0,18213.0,17845.0,17894.0,17216.53515625,2352838
2023-08-23,17881.0,18321.0,17972.0,18273.0,17581.185546875,1679047
2023-08-24,18196.0,18571.0,18297.0,18470.0,17770.7265625,2390374
2023-08-25,18197.0,18737.0,18347.0,18560.0,17857.3203125,2180586
2023-08-28,18868.0,18900.0,18536.0,18810.0,18097.85546875,1492777
2023-08-29,18760.0,18847.0,18432.0,18530.0,17828.455078125,1468198
2023-08-30,18461.0,18810.0,18450.0,18666.0,17959.306640625,1341162
2023-08-31,18600.0,18648.0,18229.0,18229.0,17538.8515625,3793564
2023-09-01,18499.0,18532.0,18123.0,18123.0,17436.865234375,1412312
2023-09-04,18425.0,18549.0,18172.0,18265.0,17573.48828125,1141459
2023-09-05,18200.0,18284.0,17893.0,18116.0,17430.12890625,2136015
2023-09-06,17985.0,18183.0,17728.0,17862.0,17185.74609375,1491252
2023-09-07,17611.0,18028.0,17665.0,17832.0,17156.8828125,1451115
2023-09-08,17835.0,18094.0,17792.0,18063.0,17379.13671875,1968091
2023-09-11,18100.0,18419.0,18055.0,18234.0,17543.662109375,1963536
2023-09-12,18201.0,18277.0,18026.0,18093.0,17408.0,1634596
2023-09-13,17500.0,17575.0,17154.0,17308.0,17308.0,1455915
2023-09-14,17500.0,17475.0,16997.0,17310.0,17310.0,1625808
